-1.1 -0.891203890020474
-1.056 -0.870391981972194
-1.012 -0.847894285598073
-0.968 -0.82375463430969
-0.924 -0.798019982715122
-0.88 -0.770740322952868
-0.836 -0.741968594720802
-0.792 -0.711760589159571
-0.748 -0.68017484676518
-0.704 -0.647272549519965
-0.66 -0.613117407445355
-0.616 -0.577775539793937
-0.572 -0.541315351111745
-0.528 -0.503807402414395
-0.484 -0.46532427773349
-0.44 -0.425940446301407
-0.396 -0.385732120653831
-0.352 -0.344777110940182
-0.308 -0.303154675741947
-0.264 -0.260945369708228
-0.22 -0.218230888326449
-0.176 -0.175093910153812
-0.132 -0.131617936842229
-0.0880000000000001 -0.087887131295556
-0.044 -0.0439861543033651
0 0
0.044 0.0439861694987833
0.0880000000000001 0.0878871899264162
0.132 0.131618060806378
0.176 0.175094111145352
0.22 0.218231164520947
0.264 0.260945703206396
0.308 0.303155030977486
0.352 0.34477743424873
0.396 0.385732341189883
0.44 0.425940478478477
0.484 0.46532402534913
0.528 0.503806764606992
0.572 0.541314230279703
0.616 0.577773851590198
0.66 0.613115092941666
0.704 0.647269589615476
0.748 0.680171278893297
0.792 0.711756526325889
0.836 0.74196424688272
0.88 0.770736020729355
0.924 0.7980162033924
0.968 0.82375203008603
1.012 0.8478937139881
1.056 0.870394538268872
